match_id,venue,match_date,match_type,season,pre_temp_avg,pre_humidity_avg,pre_pressure_avg,pre_wind_speed_avg,pre_cloud_cover_avg,pre_rainfall_total,pre_visibility_avg,start_temp,start_humidity,start_pressure,start_wind_speed,start_cloud_cover,start_rainfall,match_temp_avg,match_humidity_avg,match_rainfall_total,match_cloud_avg,match_wind_avg,pitch_condition,match_outcome,play_possible
571,Cape Town (Newlands),2024-09-15,Test,monsoon,19.34,57.75,1002.35,32.53,40.0,0.0,15.5,22.64,57.01,997.72,27.71,22.67,0.0,25.33,50.03,2.45,39.06,33.8,Flat/Batting,Completed,1
572,The Oval (London),2020-01-24,Test,winter,1.66,77.87,1011.98,7.13,43.92,7.56,11.45,2.86,73.39,1007.57,7.36,32.13,0.0,6.26,68.83,4.05,60.61,7.69,Humid/Swing,Completed,1
573,The Oval (London),2018-10-20,ODI,monsoon,9.43,75.33,1007.97,4.43,58.68,3.04,13.58,12.22,62.71,1009.67,4.7,37.85,0.0,15.47,70.76,32.48,62.21,4.26,Humid/Swing,Abandoned,0
574,The Oval (London),2019-08-31,T20,monsoon,8.35,79.26,1015.27,3.17,41.26,1.12,14.17,11.75,68.42,1014.61,6.0,11.62,0.0,14.21,68.59,0.0,30.09,2.98,Humid/Swing,Completed,1
575,Chennai (Chepauk),2018-07-04,ODI,monsoon,28.27,73.99,999.54,17.05,41.34,0.0,14.45,32.04,70.11,1001.14,16.36,47.24,0.0,33.66,66.43,0.18,39.94,15.11,Humid/Swing,Completed,1
576,Lords (London),2022-06-17,ODI,summer,19.43,77.29,1013.44,6.93,49.51,0.0,14.12,22.28,64.24,1011.83,8.92,26.19,3.59,25.13,67.93,47.65,42.31,7.67,Humid/Swing,Abandoned,0
577,Lords (London),2016-09-17,T20,monsoon,7.0,76.44,1011.31,7.65,41.9,0.0,13.68,10.94,65.58,1017.97,6.52,20.54,0.0,12.93,68.21,5.41,47.24,3.37,Humid/Swing,Completed,1
578,MCG (Melbourne),2015-10-02,Test,monsoon,9.89,61.38,1016.58,46.29,54.21,13.73,13.15,11.45,49.23,1020.98,45.34,45.1,0.0,14.8,48.68,5.51,38.18,45.54,Wet/Green,Rain Interrupted,0
579,Chennai (Chepauk),2016-01-17,ODI,winter,25.48,72.65,1024.37,23.06,47.6,2.08,14.66,27.84,73.74,1018.32,21.13,78.38,0.21,30.9,67.0,0.21,43.6,22.47,Humid/Swing,Completed,1
580,Chennai (Chepauk),2023-05-08,T20,summer,26.68,78.48,1018.06,5.26,36.9,2.82,13.47,30.99,70.78,1019.43,2.47,20.78,0.0,32.28,66.32,0.0,41.85,4.04,Humid/Swing,Completed,1
581,Lords (London),2024-02-08,Test,winter,4.31,76.48,1022.87,6.23,60.86,0.0,14.27,7.8,75.08,1025.34,6.06,58.4,0.0,10.32,68.34,15.48,60.6,4.43,Humid/Swing,Rain Interrupted,0
582,SCG (Sydney),2015-09-03,T20,monsoon,15.48,61.37,1003.56,10.67,42.73,0.0,16.27,17.99,58.36,998.53,12.21,29.46,0.0,20.09,55.94,0.51,37.84,10.62,Flat/Batting,Completed,1
583,SCG (Sydney),2021-04-19,ODI,monsoon,13.1,68.29,1010.36,1.86,44.06,0.28,14.92,14.16,55.7,1008.84,1.93,47.75,0.0,17.93,56.49,14.94,34.43,2.11,Humid/Swing,Rain Interrupted,0
584,Bridgetown (Kensington Oval),2016-05-15,ODI,summer,28.35,83.04,1009.94,23.04,41.0,0.0,13.7,32.51,75.67,1012.59,27.1,5.01,0.0,35.11,72.91,7.98,43.02,21.85,Humid/Swing,Completed,1
585,Lords (London),2024-10-18,T20,monsoon,8.97,80.75,1009.59,0.67,51.28,7.93,12.16,10.36,67.27,1011.04,1.89,86.7,0.0,14.85,66.77,6.24,69.91,2.03,Humid/Swing,Delayed Start,1
586,The Oval (London),2024-09-25,T20,monsoon,14.5,73.52,1022.17,4.06,39.28,8.68,12.4,15.76,71.53,1026.3,2.0,5.85,6.78,19.85,68.46,6.78,37.91,3.79,Humid/Swing,Completed,1
587,Mumbai (Wankhede),2018-03-24,T20,monsoon,26.71,81.98,1008.63,22.46,34.34,0.0,13.28,30.65,74.01,1014.53,24.06,45.33,0.0,31.84,72.88,1.17,38.92,25.74,Humid/Swing,Completed,1
588,Bengaluru (Chinnaswamy),2018-12-11,Test,winter,21.55,62.94,1002.75,4.67,38.43,0.0,15.24,25.49,54.84,1007.7,4.46,15.12,0.0,26.42,55.39,0.0,28.29,3.93,Flat/Batting,Completed,1
589,Karachi (National Stadium),2020-09-09,Test,monsoon,26.64,71.01,1008.61,11.83,31.85,0.0,14.41,29.16,74.12,1012.39,5.3,51.59,0.0,32.81,61.92,19.31,40.5,10.85,Humid/Swing,Completed,1
590,Kolkata (Eden Gardens),2022-05-13,ODI,summer,30.13,72.62,1007.82,10.21,43.28,0.05,14.17,32.61,68.85,1011.6,8.79,51.02,0.0,35.57,64.92,18.02,48.34,9.69,Humid/Swing,Completed,1
591,Delhi (Feroz Shah Kotla),2024-07-02,Test,monsoon,27.51,53.46,1018.44,4.12,61.75,1.02,16.57,30.71,41.12,1016.61,0.29,27.41,2.87,33.59,40.6,23.26,53.2,3.8,Flat/Batting,Rain Interrupted,0
592,Lords (London),2024-06-24,T20,summer,21.26,72.72,1017.59,0.59,51.02,0.0,14.77,23.29,75.05,1014.45,0.0,8.51,0.0,26.53,68.66,8.8,38.56,1.49,Humid/Swing,Completed,1
593,Lords (London),2016-04-15,ODI,summer,18.9,76.23,1023.6,5.62,34.88,1.14,13.75,22.37,66.11,1024.32,5.96,49.42,0.0,24.74,69.62,7.37,38.33,5.47,Humid/Swing,Rain Interrupted,0
594,Karachi (National Stadium),2017-07-15,ODI,monsoon,27.76,71.32,1008.98,17.98,60.0,20.07,12.79,32.02,58.05,1011.74,24.53,62.09,0.0,33.54,60.02,19.21,65.39,21.18,Humid/Swing,Rain Interrupted,0
595,SCG (Sydney),2023-08-10,T20,winter,12.46,62.68,1015.97,2.42,59.83,15.3,12.53,15.08,62.19,1012.86,5.21,68.19,0.0,17.98,57.08,25.49,57.81,4.27,Flat/Batting,Rain Interrupted,0
596,Karachi (National Stadium),2022-07-27,T20,monsoon,31.68,70.34,988.27,11.09,60.58,6.58,13.29,35.81,64.03,992.34,13.06,95.08,0.0,37.16,59.95,14.48,66.93,10.47,Humid/Swing,Rain Interrupted,0
597,SCG (Sydney),2015-04-18,T20,monsoon,12.16,66.24,1010.44,4.02,31.47,0.0,15.36,15.22,59.85,1010.4,0.37,13.29,0.0,18.05,55.3,7.14,34.53,3.72,Humid/Swing,Completed,1
598,Bridgetown (Kensington Oval),2024-04-20,T20,summer,24.13,81.74,1015.66,42.32,37.16,0.0,13.94,26.34,80.85,1013.4,43.99,55.57,0.0,29.76,74.59,15.83,48.65,45.77,Humid/Swing,Completed,1
599,Bengaluru (Chinnaswamy),2015-04-29,Test,summer,23.22,64.04,999.59,3.35,45.33,0.0,15.21,25.26,62.82,998.65,0.0,53.34,0.0,28.08,57.54,0.0,46.72,3.92,Flat/Batting,Completed,1
600,Bengaluru (Chinnaswamy),2022-11-18,ODI,monsoon,18.52,63.81,1023.45,4.0,29.61,0.0,16.28,22.16,61.65,1021.93,4.02,47.7,0.0,23.9,56.03,0.0,29.83,3.72,Flat/Batting,Completed,1
601,Lords (London),2018-12-08,Test,winter,4.73,75.4,1007.37,15.53,55.07,31.21,9.28,7.01,64.02,1011.29,16.89,90.51,0.0,9.85,68.02,4.52,60.42,14.88,Wet/Green,Abandoned,0
602,Kolkata (Eden Gardens),2024-10-02,Test,monsoon,25.66,72.09,1005.51,10.03,42.76,0.0,14.81,28.37,72.66,1002.52,7.98,31.85,0.0,31.07,64.58,0.22,38.17,10.08,Humid/Swing,Completed,1
603,Karachi (National Stadium),2022-05-16,ODI,summer,38.38,71.67,1021.81,30.08,31.26,3.43,14.07,40.78,62.75,1016.69,29.04,25.69,0.0,43.6,60.31,0.0,32.21,29.97,Humid/Swing,Completed,1
604,Chennai (Chepauk),2016-08-04,T20,monsoon,22.7,75.82,1002.96,4.39,40.21,0.0,14.46,26.23,72.01,1005.52,2.32,53.44,0.0,28.38,67.23,4.57,47.36,3.06,Humid/Swing,Completed,1
605,Bridgetown (Kensington Oval),2015-05-06,Test,summer,25.07,79.99,1013.41,40.82,32.3,0.0,13.79,27.95,75.28,1014.07,37.14,14.69,0.0,30.71,72.65,10.65,32.27,42.17,Humid/Swing,Completed,1
606,Cape Town (Newlands),2020-12-12,Test,summer,19.62,58.42,1008.84,4.72,41.15,6.83,14.26,23.23,63.99,1011.54,8.86,53.48,0.0,24.7,51.03,0.61,38.36,4.51,Flat/Batting,Completed,1
607,The Oval (London),2019-09-16,ODI,monsoon,10.68,75.32,1008.7,19.63,33.43,5.13,12.63,11.6,82.77,1012.09,22.38,66.22,0.0,15.71,71.15,0.0,49.91,20.78,Humid/Swing,Completed,1
608,Lords (London),2016-10-06,ODI,monsoon,14.24,78.76,1025.39,2.47,55.97,30.16,5.26,18.87,71.71,1018.51,2.5,33.4,0.0,19.26,68.43,16.08,58.01,1.56,Wet/Green,Abandoned,0
609,Bengaluru (Chinnaswamy),2023-02-03,ODI,winter,18.46,66.99,1008.0,2.65,25.81,9.66,12.29,21.26,53.39,1010.74,3.59,74.39,0.0,24.52,52.82,0.0,42.92,5.5,Humid/Swing,Rain Interrupted,0
610,Karachi (National Stadium),2021-09-08,Test,monsoon,31.14,69.83,1007.58,0.03,48.77,0.0,15.04,35.82,70.26,1009.3,0.89,48.26,0.0,37.02,60.59,7.96,43.21,1.87,Humid/Swing,Rain Interrupted,0
611,Mumbai (Wankhede),2016-09-29,Test,monsoon,29.08,81.74,1024.99,0.54,49.61,23.54,8.27,30.84,81.12,1027.07,0.0,87.76,0.0,33.6,71.65,20.06,63.47,1.76,Wet/Green,Abandoned,0
612,Karachi (National Stadium),2015-07-23,T20,monsoon,32.63,69.93,1015.28,2.14,59.08,3.53,14.03,37.73,70.31,1014.69,3.25,70.4,3.96,38.74,61.16,20.82,57.2,0.78,Humid/Swing,Rain Interrupted,0
613,Chennai (Chepauk),2018-01-19,ODI,winter,26.65,69.82,1023.18,23.75,45.54,10.54,13.05,28.44,74.73,1019.54,27.37,77.18,0.0,32.43,67.19,0.0,37.77,24.16,Wet/Green,Completed,1
614,Bridgetown (Kensington Oval),2019-10-03,ODI,monsoon,27.3,84.16,1018.49,15.89,58.33,15.48,9.56,28.04,78.44,1020.65,19.5,12.39,0.0,32.22,76.15,0.54,64.15,17.38,Humid/Swing,Rain Interrupted,0
615,Karachi (National Stadium),2019-12-16,ODI,winter,22.8,70.73,1000.04,1.42,35.33,0.0,14.44,24.6,66.1,998.01,6.22,70.6,3.82,27.83,60.6,4.71,49.16,1.09,Humid/Swing,Completed,1
616,Bengaluru (Chinnaswamy),2017-06-01,T20,summer,26.21,67.45,1008.43,33.79,44.11,19.05,8.24,28.72,67.32,1010.71,34.88,37.3,16.24,31.85,56.52,37.52,54.53,33.69,Wet/Green,Abandoned,0
617,Chennai (Chepauk),2018-11-14,ODI,monsoon,22.71,70.65,996.72,1.88,56.13,7.48,12.78,25.67,66.98,997.29,0.4,87.71,0.7,27.83,64.3,19.05,54.99,1.43,Humid/Swing,Rain Interrupted,0
618,Chennai (Chepauk),2018-03-06,T20,monsoon,28.5,73.3,1012.0,31.63,31.36,3.68,13.32,30.13,73.92,1007.24,32.4,44.84,0.42,33.0,68.4,23.18,42.96,32.77,Humid/Swing,Rain Interrupted,0
619,Bridgetown (Kensington Oval),2021-08-26,ODI,monsoon,26.06,83.46,1017.73,16.5,61.51,1.87,12.46,27.39,74.81,1014.49,13.74,59.7,0.0,31.55,73.83,7.09,64.56,17.79,Humid/Swing,Completed,1
620,SCG (Sydney),2022-06-25,ODI,winter,13.16,65.2,1022.45,1.82,61.85,18.02,12.15,13.6,60.26,1028.08,5.83,37.22,11.03,18.6,54.86,13.28,49.11,2.03,Wet/Green,Rain Interrupted,0
621,Mumbai (Wankhede),2017-06-22,ODI,summer,28.44,79.15,1016.26,10.89,58.71,8.15,11.26,33.13,72.49,1013.32,8.24,59.2,0.0,34.26,71.74,14.47,61.92,10.72,Humid/Swing,Abandoned,0
622,Karachi (National Stadium),2015-08-13,Test,monsoon,29.22,70.08,1003.88,31.22,78.83,7.92,12.83,30.25,62.66,1001.78,27.01,41.84,0.0,34.45,60.17,23.95,57.04,28.55,Humid/Swing,Rain Interrupted,0
623,Delhi (Feroz Shah Kotla),2018-05-19,Test,summer,37.28,48.05,1006.37,2.21,33.75,0.0,17.76,38.15,49.22,1006.78,3.09,26.23,0.0,42.29,43.28,0.0,42.48,2.0,Flat/Batting,Completed,1
624,Kolkata (Eden Gardens),2023-07-28,ODI,monsoon,31.24,71.45,1022.96,21.91,72.13,3.74,13.74,34.65,63.12,1019.39,17.12,58.1,0.0,36.59,61.66,34.89,68.11,21.37,Humid/Swing,Rain Interrupted,0
625,Bengaluru (Chinnaswamy),2018-09-05,Test,monsoon,15.55,63.39,1020.76,9.53,70.3,16.43,11.21,20.15,53.98,1019.42,9.19,75.81,0.0,21.7,53.99,24.68,57.7,9.69,Wet/Green,Abandoned,0
626,Mumbai (Wankhede),2020-07-30,T20,monsoon,22.04,81.1,1015.09,2.31,52.76,2.51,13.57,25.04,67.85,1016.94,1.09,81.09,0.0,27.79,70.08,31.04,56.58,1.84,Humid/Swing,Rain Interrupted,0
627,The Oval (London),2016-12-20,Test,winter,-1.31,79.43,1029.4,12.66,54.53,0.0,13.9,2.92,69.01,1027.39,10.5,17.48,3.63,4.55,66.02,5.58,52.46,10.23,Humid/Swing,Completed,1
628,The Oval (London),2020-12-21,T20,winter,6.1,78.93,1020.24,4.27,73.54,1.97,12.9,6.65,75.92,1019.11,4.76,47.12,11.73,10.23,66.82,13.23,53.92,1.36,Humid/Swing,Rain Interrupted,0
629,Delhi (Feroz Shah Kotla),2020-08-11,T20,monsoon,22.88,49.03,1025.11,9.83,63.46,0.85,17.08,25.1,45.78,1029.04,8.78,62.79,0.0,28.07,39.9,13.05,53.67,9.33,Flat/Batting,Rain Interrupted,0
630,Bridgetown (Kensington Oval),2024-01-16,ODI,winter,24.96,82.01,1011.89,9.96,36.99,6.61,10.9,28.66,78.61,1013.95,11.6,32.23,0.0,30.21,74.24,0.0,35.1,9.81,Humid/Swing,Completed,1
631,Chennai (Chepauk),2019-06-15,T20,summer,29.37,75.73,1020.6,0.6,30.79,0.0,13.98,30.56,74.12,1024.13,0.24,25.26,0.0,35.25,65.58,0.0,39.71,1.55,Humid/Swing,Completed,1
632,Mumbai (Wankhede),2019-11-22,Test,monsoon,28.33,79.57,1018.66,12.13,48.06,0.0,14.13,33.03,74.43,1017.61,13.26,46.03,0.7,34.48,71.45,0.7,36.84,11.37,Humid/Swing,Completed,1
633,MCG (Melbourne),2015-11-15,ODI,monsoon,19.07,58.41,989.06,24.3,44.51,0.0,15.66,21.79,59.49,986.05,24.36,25.72,0.0,24.21,50.84,4.75,40.5,25.68,Flat/Batting,Rain Interrupted,0
634,Karachi (National Stadium),2019-10-25,T20,monsoon,27.02,67.72,1032.08,16.09,40.36,0.0,15.0,28.09,63.87,1030.84,23.17,10.94,0.0,31.66,62.76,0.0,41.6,15.43,Humid/Swing,Completed,1
635,The Oval (London),2022-12-16,T20,winter,1.26,72.37,1013.64,5.12,49.88,2.63,14.05,6.63,75.62,1018.68,2.19,53.81,0.0,7.09,68.79,21.15,65.92,6.12,Humid/Swing,Rain Interrupted,0
636,The Oval (London),2018-03-31,Test,monsoon,14.68,78.05,1011.01,8.3,41.27,2.73,12.9,14.45,77.16,1017.83,12.45,14.41,0.0,18.92,67.81,0.0,36.1,10.2,Humid/Swing,Completed,1
637,The Oval (London),2015-03-27,ODI,monsoon,12.74,78.82,1012.76,5.15,30.3,0.0,13.73,14.81,65.72,1010.46,1.6,64.69,0.0,18.11,67.3,0.0,49.88,5.2,Humid/Swing,Completed,1
638,Kolkata (Eden Gardens),2023-12-27,T20,winter,12.4,69.8,1014.63,45.09,47.79,0.0,14.54,14.88,59.45,1019.52,49.55,52.89,4.89,18.51,61.84,10.06,49.72,45.01,Humid/Swing,Completed,1
639,MCG (Melbourne),2024-04-30,T20,monsoon,19.18,62.52,1021.93,34.51,35.8,0.0,15.36,22.55,63.31,1021.32,29.82,20.15,0.0,24.67,51.31,8.71,34.97,33.8,Flat/Batting,Completed,1
640,Lords (London),2015-12-27,ODI,winter,3.99,74.29,1007.2,2.82,51.31,0.0,14.59,6.49,83.38,1005.23,1.38,60.32,0.38,9.31,68.41,25.54,65.38,2.31,Humid/Swing,Rain Interrupted,0
641,Chennai (Chepauk),2017-09-23,ODI,monsoon,22.0,73.99,1007.85,7.41,38.01,0.0,15.05,23.94,64.71,1009.93,2.86,80.92,0.0,27.4,66.13,2.25,51.29,7.96,Humid/Swing,Completed,1
642,Karachi (National Stadium),2019-06-29,T20,summer,30.98,70.07,1009.45,2.48,45.46,0.0,14.47,34.69,71.29,1006.45,0.0,22.67,0.0,36.01,60.89,0.0,38.21,1.9,Humid/Swing,Completed,1
643,Chennai (Chepauk),2019-06-10,ODI,summer,29.06,73.39,1020.02,5.56,52.6,3.11,13.37,30.12,61.8,1018.95,3.38,51.88,0.0,33.68,63.01,2.61,47.87,4.13,Humid/Swing,Completed,1
644,Cape Town (Newlands),2018-10-22,Test,monsoon,20.21,55.56,1011.43,3.73,56.95,0.0,16.96,24.03,51.39,1011.28,7.03,76.89,0.0,26.21,48.29,5.6,46.84,5.55,Flat/Batting,Completed,1
645,Lords (London),2023-09-27,Test,monsoon,15.02,76.69,1003.78,20.27,59.9,0.0,14.5,16.19,66.37,1008.31,16.34,60.9,0.0,19.78,68.79,0.0,37.11,19.46,Humid/Swing,Completed,1
646,Chennai (Chepauk),2020-09-21,T20,monsoon,21.86,72.02,1015.23,42.77,33.05,11.42,13.19,22.64,70.19,1020.81,43.79,52.88,0.0,26.47,66.09,0.0,40.57,42.29,Wet/Green,Delayed Start,1
647,Chennai (Chepauk),2020-12-13,T20,winter,26.46,73.71,1013.99,12.78,63.78,1.29,14.61,30.14,72.35,1009.98,10.49,67.94,0.0,31.92,64.72,6.62,66.69,9.1,Humid/Swing,Completed,1
648,Delhi (Feroz Shah Kotla),2023-09-15,ODI,monsoon,24.55,48.36,1019.82,13.41,45.65,0.31,17.73,28.96,41.27,1015.24,8.74,43.45,2.65,29.63,41.92,6.36,38.65,12.51,Flat/Batting,Completed,1
649,Lords (London),2023-02-27,T20,winter,1.03,78.74,1012.47,8.97,62.17,19.24,7.71,3.61,71.05,1013.23,9.12,66.99,0.0,6.1,68.43,18.17,49.85,7.22,Wet/Green,Abandoned,0
650,Kolkata (Eden Gardens),2017-08-25,Test,monsoon,23.77,69.39,1015.02,34.05,64.8,0.0,15.23,26.76,69.17,1010.22,35.42,88.56,0.0,29.25,63.04,24.28,70.17,33.62,Humid/Swing,Rain Interrupted,0
651,Kolkata (Eden Gardens),2017-11-14,Test,monsoon,29.05,71.07,1023.38,3.48,36.62,0.0,15.26,33.4,70.95,1021.04,0.0,31.89,0.0,35.04,64.63,0.0,36.81,2.99,Humid/Swing,Completed,1
652,Kolkata (Eden Gardens),2021-10-03,Test,monsoon,30.31,74.53,1004.68,7.7,34.62,4.51,13.58,33.11,61.78,1005.48,3.14,81.26,0.0,35.72,62.61,0.0,43.82,8.01,Humid/Swing,Completed,1
653,Bridgetown (Kensington Oval),2015-11-05,Test,monsoon,22.81,81.86,1017.93,11.34,55.51,3.68,12.6,23.89,79.5,1014.18,10.61,91.01,0.0,28.16,74.72,9.15,55.16,12.55,Humid/Swing,Completed,1
654,Bridgetown (Kensington Oval),2020-07-16,ODI,monsoon,27.68,86.25,1003.87,22.69,66.74,17.47,11.86,29.73,74.2,996.36,21.02,70.6,9.25,32.26,76.51,18.43,70.95,20.18,Wet/Green,Rain Interrupted,0
655,Karachi (National Stadium),2023-07-10,T20,monsoon,25.27,72.02,1019.23,22.26,70.25,19.93,10.0,26.45,64.25,1017.43,28.68,36.49,0.0,31.06,61.09,17.71,49.15,25.26,Humid/Swing,Rain Interrupted,0
656,MCG (Melbourne),2022-08-21,T20,winter,7.0,58.03,1019.76,12.76,65.8,5.42,14.6,8.31,59.15,1017.58,17.71,67.47,0.46,11.89,52.23,17.14,56.99,15.54,Flat/Batting,Rain Interrupted,0
657,Bridgetown (Kensington Oval),2022-02-15,T20,winter,20.36,80.74,1025.16,3.29,35.79,0.7,14.13,23.34,79.45,1025.89,8.1,29.75,0.0,26.7,73.94,1.15,40.46,5.77,Humid/Swing,Completed,1
658,Lords (London),2024-09-09,T20,monsoon,9.22,76.49,1019.76,2.0,42.6,8.83,11.33,11.4,62.75,1014.68,3.36,63.68,0.0,15.22,67.95,0.0,37.0,1.51,Humid/Swing,Completed,1
659,Lords (London),2016-09-10,ODI,monsoon,13.71,76.38,1013.07,2.1,43.19,0.0,14.52,15.12,70.17,1014.8,5.16,63.27,0.0,18.85,67.75,0.0,48.76,4.48,Humid/Swing,Completed,1
660,Chennai (Chepauk),2020-04-04,ODI,summer,33.4,72.92,999.95,13.1,36.74,0.0,15.18,34.53,68.81,999.42,14.01,65.06,0.0,38.45,67.96,0.0,44.4,11.42,Humid/Swing,Completed,1
661,Bridgetown (Kensington Oval),2018-05-25,ODI,summer,25.48,82.62,997.37,21.18,36.75,10.96,11.32,27.57,87.9,999.44,21.52,11.86,0.0,29.42,76.88,4.86,34.75,21.35,Humid/Swing,Rain Interrupted,0
662,Karachi (National Stadium),2015-08-19,ODI,monsoon,26.66,66.54,1029.06,3.99,55.28,12.31,12.41,28.91,58.72,1029.03,5.07,59.49,0.0,32.16,61.46,2.58,68.63,3.73,Humid/Swing,Completed,1
663,SCG (Sydney),2015-10-31,ODI,monsoon,13.98,66.03,1027.98,8.28,47.29,0.0,15.77,17.91,65.89,1025.47,12.49,54.21,0.0,20.02,58.58,25.18,39.46,7.89,Humid/Swing,Rain Interrupted,0
664,MCG (Melbourne),2020-01-26,Test,summer,28.45,62.11,1019.77,11.61,40.88,0.0,16.28,31.68,48.73,1024.9,13.63,38.53,0.0,33.73,49.54,3.02,37.81,13.31,Flat/Batting,Completed,1
665,Mumbai (Wankhede),2019-02-19,ODI,winter,20.9,78.14,1014.57,16.64,49.64,0.0,14.31,24.34,74.65,1014.96,8.54,26.24,0.0,26.86,71.56,0.0,29.25,14.67,Humid/Swing,Completed,1
666,Chennai (Chepauk),2022-03-25,Test,monsoon,23.46,71.94,1018.72,1.26,40.04,0.0,14.87,26.92,78.0,1012.01,4.87,39.36,0.0,29.48,67.08,0.0,35.59,1.74,Humid/Swing,Completed,1
667,Karachi (National Stadium),2021-08-30,T20,monsoon,28.66,69.78,1012.66,13.28,75.25,0.0,15.34,30.46,72.97,1015.58,14.12,60.88,6.26,33.56,61.76,22.21,52.7,13.99,Humid/Swing,Rain Interrupted,0
668,The Oval (London),2020-03-10,T20,monsoon,11.68,76.52,1004.68,3.28,39.13,4.33,12.14,14.12,62.48,1002.6,4.95,14.54,0.0,16.45,69.56,5.75,41.89,4.52,Humid/Swing,Completed,1
669,SCG (Sydney),2023-11-18,T20,monsoon,14.52,66.96,1001.62,1.28,42.63,0.0,15.9,16.27,53.76,1001.63,0.0,70.46,0.0,19.72,55.71,0.0,35.23,0.42,Humid/Swing,Completed,1
670,Mumbai (Wankhede),2020-01-17,T20,winter,17.71,78.55,1010.07,31.88,41.73,3.26,13.25,19.53,81.84,1005.17,28.51,46.5,0.0,22.42,70.07,0.0,36.43,30.33,Humid/Swing,Completed,1
671,Bridgetown (Kensington Oval),2017-02-10,ODI,winter,22.43,81.51,999.43,9.78,37.84,0.0,13.98,25.49,69.91,1001.76,8.04,5.27,0.0,28.34,73.08,13.13,36.94,9.61,Humid/Swing,Completed,1
672,Karachi (National Stadium),2020-05-02,T20,summer,36.34,68.3,1007.33,4.76,37.53,0.0,15.35,40.87,65.55,1010.58,5.2,9.12,0.0,41.58,63.97,0.44,23.2,2.16,Humid/Swing,Completed,1
673,Kolkata (Eden Gardens),2015-09-11,ODI,monsoon,26.12,69.47,991.8,8.89,41.61,0.0,15.1,27.73,67.9,994.83,6.87,44.22,0.0,30.92,64.41,0.0,36.99,9.83,Humid/Swing,Completed,1
674,Chennai (Chepauk),2024-02-04,ODI,winter,19.2,72.7,1020.27,8.84,44.06,0.0,14.66,25.02,76.12,1017.4,13.77,16.14,0.0,25.12,69.32,9.56,35.36,11.36,Humid/Swing,Completed,1
675,Cape Town (Newlands),2015-12-12,T20,summer,23.67,59.06,1011.96,12.63,36.9,0.0,16.36,27.41,61.93,1011.91,11.95,47.9,0.0,28.62,53.18,5.94,42.79,13.86,Flat/Batting,Completed,1
676,Bridgetown (Kensington Oval),2016-12-07,Test,winter,22.37,85.37,1010.38,8.01,35.73,0.0,13.32,26.53,81.19,1005.14,7.95,58.95,0.0,28.46,74.36,8.15,35.75,8.01,Wet/Green,Completed,1
677,Delhi (Feroz Shah Kotla),2022-12-08,ODI,winter,13.06,47.67,1018.25,4.44,31.84,0.0,18.22,15.17,41.81,1020.33,5.57,59.55,0.0,17.85,43.6,2.34,38.54,5.46,Flat/Batting,Completed,1
678,MCG (Melbourne),2020-11-16,T20,monsoon,12.04,60.83,1006.84,18.93,42.17,6.59,14.0,15.48,59.69,1006.98,23.84,23.3,0.0,16.6,50.19,9.34,44.18,18.85,Flat/Batting,Delayed Start,1
679,Karachi (National Stadium),2016-10-12,ODI,monsoon,27.58,74.0,1010.72,20.62,46.47,0.0,14.68,28.95,75.43,1014.93,19.09,29.27,0.0,32.77,64.6,2.56,40.41,19.68,Humid/Swing,Completed,1
680,Lords (London),2018-03-04,ODI,monsoon,13.42,74.02,997.26,13.91,28.18,7.56,12.28,15.08,69.15,999.43,13.71,35.88,0.0,19.06,67.06,7.18,32.59,15.4,Humid/Swing,Completed,1
681,The Oval (London),2023-09-08,ODI,monsoon,13.87,74.8,1015.89,23.28,33.61,1.07,14.33,16.4,75.23,1016.08,20.33,38.29,0.0,20.07,70.12,7.15,37.69,21.9,Humid/Swing,Completed,1
682,Bridgetown (Kensington Oval),2021-09-14,Test,monsoon,21.18,82.87,1015.65,4.21,64.17,18.63,9.35,25.41,77.28,1016.88,5.73,59.49,0.0,26.83,72.69,2.34,60.11,3.69,Wet/Green,Rain Interrupted,0
683,Bridgetown (Kensington Oval),2022-04-05,ODI,summer,22.71,83.93,1012.52,3.73,37.37,4.56,12.05,25.65,78.0,1017.56,0.0,25.34,0.0,27.39,73.62,0.51,40.33,2.94,Humid/Swing,Completed,1
684,Chennai (Chepauk),2018-09-12,Test,monsoon,23.67,74.79,1027.28,3.32,35.17,0.45,14.08,28.08,73.85,1018.32,3.1,64.1,0.0,29.78,66.1,0.0,40.51,3.1,Humid/Swing,Completed,1
685,SCG (Sydney),2022-08-10,ODI,winter,13.66,64.58,1005.49,11.46,44.52,2.09,15.21,15.92,57.31,1008.35,9.0,44.12,5.54,19.65,58.27,14.44,58.26,11.99,Flat/Batting,Completed,1
686,Bengaluru (Chinnaswamy),2017-10-29,T20,monsoon,21.88,65.75,1019.09,47.43,66.79,12.89,11.92,25.75,67.65,1018.76,55.29,36.13,0.0,27.84,58.46,12.33,62.37,47.75,Wet/Green,Rain Interrupted,0
687,Bridgetown (Kensington Oval),2021-10-04,Test,monsoon,22.17,86.6,1004.65,4.78,62.55,0.0,12.74,23.56,79.39,1000.76,0.0,71.15,0.0,27.6,73.73,35.59,63.55,2.53,Wet/Green,Rain Interrupted,0
688,Lords (London),2015-11-30,T20,monsoon,10.06,74.1,1016.75,4.81,56.84,12.61,10.9,11.98,69.84,1016.71,4.17,74.2,0.0,15.42,68.08,50.04,61.27,6.46,Humid/Swing,Abandoned,0
